radiant_win,dire_team,radiant_team,duration,avg_mmr
True,"[84, 29, 26, 104, 40]","[63, 67, 51, 27, 49]",2888,674
False,"[42, 62, 91, 29, 30]","[86, 70, 14, 21, 99]",2192,3063
True,"[84, 44, 26, 70, 14]","[137, 5, 120, 63, 119]",2194,2188
False,"[42, 105, 49, 110, 39]","[35, 45, 22, 81, 30]",3021,2328
True,"[98, 120, 71, 87, 12]","[84, 16, 37, 114, 107]",2270,4908
False,"[42, 26, 93, 50, 74]","[84, 83, 2, 86, 48]",2768,1198
False,"[71, 13, 8, 30, 75]","[9, 80, 60, 68, 44]",2378,4657
True,"[27, 8, 100, 101, 25]","[88, 50, 6, 64, 28]",1940,2905
True,"[51, 43, 18, 93, 37]","[62, 30, 8, 2, 23]",2851,3345
True,"[53, 3, 45, 67, 42]","[30, 107, 23, 20, 18]",2398,2072
False,"[44, 75, 51, 2, 76]","[82, 67, 26, 71, 37]",2741,3289
True,"[13, 2, 86, 64, 44]","[120, 137, 101, 10, 5]",2867,3928
True,"[69, 109, 13, 30, 119]","[98, 86, 12, 74, 3]",1611,3919
False,"[67, 53, 75, 41, 84]","[102, 59, 99, 26, 64]",3119,3165
False,"[121, 50, 44, 2, 46]","[53, 119, 104, 109, 136]",3343,4361
True,"[81, 85, 138, 14, 53]","[22, 1, 64, 96, 21]",2996,2798
False,"[54, 14, 62, 59, 16]","[28, 71, 53, 102, 67]",2654,2582
True,"[59, 121, 7, 67, 30]","[111, 42, 138, 90, 86]",1965,4434
True,"[31, 114, 45, 99, 94]","[71, 23, 76, 138, 37]",1780,1994
False,"[6, 2, 27, 9, 93]","[18, 40, 88, 22, 71]",3883,2866
True,"[68, 74, 137, 48, 33]","[128, 46, 70, 86, 104]",2644,1411
True,"[114, 46, 27, 38, 2]","[100, 94, 50, 136, 15]",2436,3304
True,"[48, 101, 99, 17, 27]","[16, 14, 104, 119, 75]",2098,2642
True,"[23, 46, 14, 25, 48]","[34, 95, 20, 21, 96]",2530,2066
False,"[101, 91, 93, 3, 46]","[36, 14, 8, 83, 138]",1569,4819
True,"[74, 89, 128, 27, 8]","[5, 69, 97, 11, 15]",2212,3004
True,"[71, 86, 18, 102, 74]","[81, 136, 75, 14, 106]",2056,3386
True,"[88, 19, 22, 44, 68]","[99, 46, 102, 39, 14]",2708,4060
False,"[56, 7, 84, 41, 42]","[100, 74, 6, 103, 111]",3314,3167
True,"[23, 64, 135, 32, 27]","[123, 138, 85, 113, 35]",3525,2762
True,"[44, 41, 14, 129, 58]","[71, 34, 80, 70, 100]",2555,3034
True,"[74, 128, 28, 44, 14]","[93, 37, 69, 106, 71]",2245,3836
True,"[17, 14, 18, 37, 70]","[22, 64, 11, 99, 85]",1650,2494
True,"[27, 114, 5, 22, 93]","[8, 80, 66, 83, 47]",2525,2228
True,"[36, 37, 7, 71, 1]","[14, 68, 96, 42, 39]",2944,3831
True,"[46, 111, 14, 67, 42]","[8, 88, 107, 60, 30]",2722,1877
False,"[126, 56, 81, 6, 58]","[7, 86, 71, 14, 44]",2664,2443
False,"[48, 30, 60, 72, 58]","[74, 1, 85, 27, 71]",1569,1134
True,"[31, 50, 81, 18, 46]","[84, 100, 42, 35, 22]",1557,727
True,"[114, 96, 64, 79, 34]","[60, 53, 50, 137, 20]",1854,2817
False,"[23, 29, 107, 30, 8]","[104, 60, 50, 64, 14]",3265,1016
True,"[30, 22, 104, 53, 15]","[74, 71, 96, 14, 138]",3062,1354
False,"[37, 29, 106, 88, 68]","[2, 20, 72, 101, 14]",3154,3632
False,"[41, 58, 82, 2, 53]","[84, 42, 30, 44, 25]",1932,3197
False,"[89, 63, 81, 106, 50]","[102, 71, 41, 30, 23]",2547,3160
False,"[99, 67, 101, 4, 11]","[50, 53, 71, 42, 34]",2437,1485
False,"[107, 58, 5, 72, 8]","[101, 104, 74, 31, 67]",2750,2679
False,"[9, 138, 14, 31, 47]","[44, 39, 64, 30, 88]",2415,2901
True,"[68, 109, 57, 74, 14]","[41, 136, 84, 138, 101]",3121,2148
True,"[123, 120, 84, 94, 14]","[1, 81, 21, 75, 19]",2730,4306
False,"[22, 53, 12, 59, 32]","[79, 5, 42, 36, 44]",2931,2548
False,"[46, 22, 93, 100, 78]","[138, 76, 41, 99, 71]",2047,2615
False,"[96, 101, 111, 41, 74]","[58, 12, 70, 14, 50]",3100,2970
True,"[129, 11, 123, 26, 10]","[8, 107, 2, 50, 45]",2487,4362
True,"[10, 91, 120, 128, 39]","[119, 71, 53, 41, 76]",2221,3382
True,"[6, 119, 84, 11, 71]","[62, 104, 87, 74, 53]",2339,2799
True,"[14, 135, 8, 35, 25]","[81, 68, 104, 121, 4]",2482,2121
False,"[86, 71, 25, 104, 95]","[72, 30, 77, 82, 64]",2528,3037
True,"[47, 37, 21, 7, 135]","[10, 110, 86, 84, 107]",1902,3064
False,"[11, 23, 27, 18, 30]","[88, 71, 9, 67, 86]",2251,3168
True,"[64, 67, 22, 17, 3]","[31, 96, 80, 54, 121]",2554,4365
True,"[53, 84, 6, 35, 42]","[10, 75, 2, 30, 109]",3018,2459
False,"[74, 99, 62, 48, 64]","[34, 7, 81, 29, 40]",2660,3746
False,"[42, 50, 81, 121, 76]","[107, 71, 30, 45, 11]",2102,3781
False,"[27, 66, 13, 42, 60]","[93, 22, 88, 14, 86]",2508,3641
False,"[50, 47, 96, 136, 67]","[45, 100, 101, 26, 44]",2984,1095
False,"[83, 37, 44, 77, 39]","[64, 74, 71, 84, 41]",2975,3974
True,"[136, 13, 2, 53, 97]","[73, 23, 19, 3, 56]",2346,3477
True,"[59, 81, 121, 54, 64]","[105, 28, 14, 135, 44]",1806,2794
True,"[7, 86, 27, 14, 36]","[81, 87, 74, 42, 31]",3955,3587
False,"[85, 88, 71, 74, 46]","[25, 32, 53, 30, 99]",3660,3466
False,"[113, 60, 8, 19, 87]","[74, 4, 40, 2, 110]",2696,3000
True,"[102, 136, 48, 26, 43]","[99, 88, 35, 64, 67]",2377,3015
True,"[46, 73, 119, 20, 48]","[30, 106, 93, 104, 85]",1585,2348
False,"[76, 64, 128, 114, 36]","[35, 108, 53, 138, 37]",1977,2432
False,"[41, 28, 37, 75, 101]","[51, 44, 50, 94, 42]",2363,3637
False,"[90, 31, 42, 44, 81]","[96, 25, 41, 84, 18]",2354,2159
True,"[26, 39, 30, 71, 114]","[54, 7, 123, 48, 27]",2075,3328
True,"[13, 9, 46, 68, 86]","[53, 44, 80, 101, 62]",2075,2086
True,"[99, 109, 75, 126, 123]","[20, 93, 7, 97, 39]",2892,1196
True,"[70, 68, 71, 13, 42]","[48, 53, 75, 99, 76]",2198,3118
False,"[25, 4, 35, 99, 37]","[101, 21, 62, 120, 72]",2573,2279
True,"[76, 110, 6, 30, 135]","[28, 53, 14, 128, 70]",2081,1885
False,"[63, 112, 75, 93, 2]","[28, 48, 22, 68, 36]",2602,1179
True,"[91, 52, 85, 40, 107]","[93, 50, 13, 9, 71]",2418,2178
True,"[14, 50, 87, 70, 23]","[2, 53, 48, 84, 107]",3569,4534
True,"[107, 88, 72, 74, 104]","[41, 80, 36, 14, 5]",2223,2398
True,"[30, 95, 74, 76, 104]","[19, 72, 109, 50, 26]",1934,3018
True,"[7, 86, 75, 46, 48]","[71, 67, 37, 104, 84]",2772,2012
True,"[30, 55, 67, 48, 74]","[47, 35, 3, 37, 104]",1945,3231
False,"[84, 42, 99, 74, 16]","[20, 14, 105, 5, 44]",3724,3398
False,"[30, 71, 107, 22, 54]","[11, 110, 25, 59, 37]",2730,2849
True,"[21, 67, 30, 129, 74]","[53, 4, 14, 106, 68]",2628,2154
True,"[22, 40, 29, 90, 81]","[71, 104, 30, 83, 1]",3202,3609
True,"[4, 26, 96, 31, 17]","[54, 20, 32, 5, 63]",2079,2598
False,"[50, 135, 2, 59, 113]","[120, 44, 53, 29, 27]",2460,4058
True,"[107, 83, 38, 120, 77]","[36, 46, 121, 104, 53]",1745,5611
True,"[105, 26, 8, 25, 29]","[75, 11, 98, 81, 86]",1777,851
False,"[26, 46, 44, 2, 5]","[42, 22, 41, 53, 14]",2174,1958
True,"[114, 74, 75, 44, 28]","[107, 37, 68, 135, 95]",2371,3577
False,"[30, 74, 113, 105, 114]","[123, 34, 37, 2, 42]",2880,1329
False,"[21, 1, 45, 10, 9]","[39, 93, 53, 96, 92]",1599,3283
False,"[6, 40, 29, 27, 15]","[26, 74, 85, 42, 30]",1936,3188
True,"[137, 18, 57, 105, 35]","[16, 31, 119, 39, 12]",2357,1495
True,"[7, 80, 123, 26, 99]","[137, 74, 31, 42, 93]",2344,2307
False,"[26, 53, 41, 16, 76]","[121, 87, 6, 110, 75]",3363,3137
True,"[29, 135, 97, 39, 73]","[12, 27, 107, 36, 68]",1897,2085
True,"[71, 54, 20, 53, 110]","[70, 101, 32, 47, 35]",3813,1959
True,"[28, 20, 56, 93, 136]","[57, 104, 97, 75, 95]",2647,4405
True,"[6, 123, 42, 119, 76]","[100, 104, 89, 36, 50]",1907,3635
True,"[30, 114, 121, 8, 67]","[41, 81, 37, 22, 64]",2073,3151
True,"[94, 21, 4, 43, 20]","[74, 42, 23, 114, 119]",2998,2160
False,"[7, 22, 60, 138, 56]","[2, 21, 86, 57, 114]",2881,2752
False,"[84, 67, 47, 5, 9]","[41, 7, 97, 20, 30]",2836,4242
False,"[1, 63, 74, 19, 7]","[45, 70, 90, 53, 41]",1372,4382
True,"[14, 32, 26, 93, 59]","[25, 11, 67, 23, 19]",1996,2593
False,"[48, 64, 50, 2, 35]","[54, 90, 99, 74, 45]",2038,2282
True,"[18, 100, 105, 95, 75]","[9, 123, 41, 29, 71]",3828,2816
False,"[47, 63, 2, 105, 53]","[23, 119, 107, 68, 109]",2929,3060
True,"[120, 128, 83, 70, 34]","[100, 10, 81, 88, 20]",3069,2340
True,"[23, 85, 34, 54, 19]","[28, 64, 113, 86, 44]",2326,2845
False,"[62, 70, 19, 20, 2]","[76, 17, 74, 28, 106]",2597,3495
False,"[41, 30, 23, 61, 104]","[40, 14, 99, 53, 6]",1911,2090
True,"[98, 86, 104, 81, 80]","[2, 36, 71, 72, 105]",1328,5434
False,"[23, 8, 27, 14, 30]","[68, 18, 19, 22, 74]",1856,3195
False,"[14, 11, 67, 135, 30]","[93, 100, 57, 138, 40]",3043,4266
False,"[74, 67, 9, 108, 31]","[106, 26, 53, 64, 44]",2756,2672
True,"[21, 104, 89, 84, 36]","[114, 30, 15, 62, 121]",2826,1401
True,"[21, 2, 4, 119, 9]","[128, 22, 65, 25, 54]",2655,4040
False,"[114, 56, 20, 23, 46]","[32, 78, 64, 102, 14]",1431,3625
True,"[53, 89, 104, 13, 121]","[20, 67, 37, 28, 71]",2533,3458
True,"[135, 44, 31, 93, 30]","[5, 99, 14, 54, 138]",1965,3393
True,"[96, 3, 110, 67, 101]","[74, 50, 2, 44, 107]",3866,2179
True,"[91, 21, 1, 9, 28]","[40, 75, 71, 11, 44]",1897,3248
False,"[8, 32, 119, 25, 50]","[126, 23, 71, 45, 110]",3149,4020
False,"[11, 75, 14, 85, 10]","[104, 33, 68, 41, 135]",2582,2050
False,"[83, 32, 53, 31, 104]","[10, 8, 20, 25, 19]",2318,2360
True,"[69, 17, 61, 86, 7]","[27, 105, 63, 78, 94]",2403,3813
True,"[5, 44, 35, 83, 61]","[18, 26, 40, 81, 10]",1674,1455
False,"[138, 104, 63, 123, 87]","[121, 27, 106, 18, 93]",1995,2096
False,"[135, 85, 93, 80, 58]","[114, 120, 30, 44, 14]",2616,3802
True,"[71, 81, 36, 11, 58]","[138, 50, 57, 13, 75]",2911,3923
True,"[33, 85, 119, 41, 76]","[105, 40, 86, 63, 99]",2500,1777
True,"[109, 31, 100, 17, 99]","[53, 85, 48, 137, 107]",2242,3957
False,"[110, 83, 10, 97, 2]","[20, 54, 14, 50, 105]",1848,1651
False,"[7, 35, 31, 60, 80]","[42, 129, 64, 48, 26]",1209,2549
False,"[72, 25, 87, 100, 41]","[18, 99, 26, 17, 14]",1471,2372
True,"[86, 138, 42, 71, 14]","[75, 76, 2, 41, 119]",2340,1641
True,"[99, 121, 76, 83, 4]","[71, 17, 104, 27, 48]",2085,1
True,"[44, 50, 68, 99, 86]","[47, 20, 30, 48, 80]",1760,2695
True,"[21, 42, 75, 23, 64]","[30, 10, 62, 15, 19]",2582,4501
False,"[58, 107, 71, 81, 60]","[42, 25, 96, 105, 66]",2173,3262
True,"[40, 74, 99, 111, 44]","[41, 63, 91, 89, 21]",4024,2970
True,"[28, 105, 6, 83, 135]","[7, 60, 8, 74, 121]",1970,1682
False,"[8, 2, 27, 99, 19]","[111, 69, 54, 79, 32]",1520,2688
True,"[84, 14, 114, 128, 93]","[7, 137, 74, 33, 6]",2127,3299
True,"[119, 21, 26, 104, 99]","[23, 53, 44, 75, 69]",1432,4881
True,"[64, 44, 63, 35, 36]","[84, 75, 15, 6, 107]",2413,3362
False,"[93, 53, 104, 75, 59]","[45, 114, 86, 10, 67]",2212,4321
False,"[46, 111, 26, 11, 104]","[100, 101, 67, 33, 22]",3812,1801
True,"[15, 30, 28, 74, 128]","[99, 11, 26, 27, 41]",2032,3712
False,"[32, 138, 101, 104, 112]","[70, 97, 2, 59, 31]",2495,3673
True,"[96, 86, 50, 81, 17]","[121, 74, 36, 93, 2]",2738,1811
False,"[11, 91, 136, 23, 14]","[30, 37, 60, 17, 32]",1328,4775
True,"[104, 50, 71, 119, 39]","[110, 37, 113, 41, 99]",2209,2933
False,"[123, 53, 8, 71, 74]","[20, 48, 97, 25, 51]",2428,577
True,"[69, 36, 53, 26, 55]","[25, 30, 34, 89, 47]",2644,3148
True,"[21, 87, 6, 16, 36]","[41, 50, 112, 119, 14]",2212,2568
True,"[13, 112, 135, 68, 42]","[71, 93, 37, 107, 29]",2616,1388
True,"[44, 21, 37, 35, 19]","[100, 6, 72, 81, 31]",1674,4996
False,"[86, 54, 101, 74, 129]","[57, 5, 45, 84, 32]",3148,1841
False,"[23, 53, 43, 28, 70]","[105, 120, 71, 36, 54]",2788,2956
True,"[27, 104, 34, 1, 14]","[67, 40, 101, 35, 63]",3261,2051
False,"[62, 105, 11, 22, 21]","[7, 96, 5, 54, 35]",4316,2080
False,"[14, 59, 71, 100, 95]","[83, 126, 86, 49, 67]",1930,3489
False,"[41, 5, 71, 26, 35]","[74, 23, 27, 121, 70]",3780,3321
False,"[6, 85, 90, 3, 17]","[40, 67, 107, 20, 93]",3109,1772
True,"[34, 42, 128, 41, 37]","[28, 138, 74, 121, 20]",2477,3112
True,"[121, 104, 51, 34, 70]","[16, 67, 96, 30, 14]",2968,1959
True,"[26, 48, 107, 71, 74]","[7, 20, 9, 42, 121]",2041,2954
False,"[121, 42, 25, 71, 41]","[138, 14, 83, 120, 36]",2755,4188
False,"[120, 84, 20, 25, 44]","[100, 7, 87, 54, 22]",2633,3223
False,"[86, 53, 1, 7, 23]","[137, 22, 37, 114, 35]",3980,2149
True,"[1, 126, 25, 54, 104]","[135, 138, 11, 83, 22]",1576,2217
True,"[74, 27, 99, 48, 62]","[75, 14, 6, 71, 30]",1741,3043
False,"[84, 50, 36, 114, 27]","[101, 104, 26, 1, 74]",3141,3567
True,"[75, 27, 95, 71, 20]","[7, 62, 76, 30, 42]",2912,404
False,"[1, 7, 99, 13, 84]","[14, 53, 112, 67, 35]",2259,1137
True,"[85, 44, 56, 120, 99]","[81, 50, 14, 83, 28]",1125,4159
True,"[38, 63, 114, 27, 86]","[23, 53, 107, 93, 87]",3003,2103
True,"[25, 26, 71, 104, 67]","[27, 37, 22, 51, 44]",3726,3153
True,"[11, 40, 67, 85, 99]","[110, 26, 2, 35, 41]",4321,3232
True,"[44, 68, 46, 3, 36]","[56, 6, 71, 64, 104]",2482,4284
True,"[44, 111, 16, 81, 102]","[31, 14, 23, 53, 28]",1977,1663
False,"[121, 74, 48, 68, 96]","[20, 14, 57, 44, 54]",2302,4374
False,"[47, 20, 109, 126, 107]","[68, 119, 21, 104, 81]",2926,2472
True,"[53, 44, 99, 101, 23]","[20, 15, 50, 25, 7]",2423,664
True,"[99, 8, 9, 101, 113]","[64, 25, 105, 28, 81]",2085,1252
True,"[84, 38, 70, 104, 137]","[93, 31, 16, 112, 96]",1783,4278
True,"[137, 87, 126, 123, 81]","[33, 83, 6, 54, 86]",2796,3048
False,"[138, 8, 2, 85, 5]","[93, 68, 86, 23, 49]",4449,2427
False,"[96, 88, 30, 67, 39]","[137, 37, 8, 135, 14]",2719,2406
True,"[2, 104, 20, 86, 114]","[14, 74, 137, 70, 88]",2461,1657
True,"[128, 8, 59, 21, 93]","[35, 26, 81, 29, 138]",2243,3218
True,"[96, 45, 6, 79, 85]","[135, 63, 44, 86, 14]",2348,3995
False,"[55, 64, 33, 93, 35]","[14, 30, 46, 121, 81]",2678,1916
True,"[8, 26, 53, 25, 99]","[67, 86, 76, 31, 81]",3266,2681
True,"[28, 10, 126, 30, 25]","[14, 138, 37, 111, 34]",1889,2715
False,"[88, 97, 44, 119, 104]","[17, 57, 27, 107, 138]",2076,2824
False,"[62, 34, 48, 121, 104]","[81, 37, 14, 25, 55]",2483,3981
False,"[97, 75, 95, 101, 50]","[120, 25, 93, 27, 35]",1999,2194
False,"[18, 101, 76, 58, 62]","[44, 137, 14, 27, 48]",2316,1834
False,"[59, 8, 121, 71, 20]","[27, 41, 113, 58, 49]",2494,2578
False,"[35, 84, 30, 44, 60]","[105, 87, 129, 54, 86]",1914,2978
False,"[93, 90, 60, 74, 37]","[41, 34, 96, 87, 101]",3068,2388
True,"[101, 39, 107, 28, 8]","[83, 41, 2, 74, 68]",3518,3799
True,"[20, 14, 21, 23, 93]","[67, 87, 2, 30, 47]",2271,3341
True,"[86, 1, 58, 11, 96]","[25, 20, 68, 14, 138]",1771,3288
True,"[45, 41, 79, 81, 21]","[48, 9, 14, 23, 104]",2779,3864
False,"[99, 114, 13, 91, 50]","[44, 105, 74, 2, 30]",3246,3012
False,"[67, 35, 64, 121, 50]","[44, 32, 76, 11, 42]",1453,2698
False,"[48, 30, 106, 14, 87]","[49, 27, 39, 1, 68]",2447,1125
True,"[78, 18, 20, 81, 7]","[42, 23, 71, 37, 138]",2001,4242
True,"[9, 71, 53, 6, 59]","[48, 80, 101, 26, 98]",1705,3059
False,"[94, 58, 85, 9, 59]","[35, 114, 84, 43, 66]",2739,3759
False,"[14, 19, 62, 30, 4]","[111, 93, 27, 36, 16]",2175,2657
False,"[54, 25, 37, 96, 75]","[137, 57, 128, 84, 67]",2331,3692
True,"[25, 93, 71, 14, 107]","[17, 29, 95, 33, 68]",3210,2411
False,"[33, 62, 20, 95, 75]","[99, 50, 86, 1, 45]",2227,4110
False,"[44, 100, 19, 50, 2]","[37, 6, 21, 35, 23]",1758,4304
False,"[27, 37, 69, 104, 42]","[57, 41, 26, 60, 11]",1951,3201
False,"[12, 11, 81, 121, 22]","[99, 44, 26, 76, 74]",1896,3680
False,"[50, 93, 75, 105, 68]","[88, 110, 67, 86, 84]",3151,3289
True,"[30, 67, 99, 50, 14]","[16, 113, 27, 3, 11]",1893,551
True,"[41, 31, 99, 100, 106]","[11, 40, 95, 101, 19]",1811,2408
False,"[123, 2, 20, 6, 33]","[25, 93, 86, 71, 75]",3554,2910
False,"[91, 101, 14, 102, 81]","[11, 68, 25, 30, 71]",2159,3511
False,"[107, 53, 62, 48, 102]","[86, 112, 67, 45, 30]",1674,2578
True,"[2, 111, 70, 53, 101]","[50, 11, 138, 104, 27]",2767,1773
True,"[76, 20, 29, 58, 42]","[5, 93, 74, 90, 96]",2139,4119
True,"[35, 43, 62, 53, 67]","[30, 93, 71, 23, 112]",3080,3169
True,"[119, 20, 28, 39, 67]","[92, 7, 8, 26, 11]",2432,2819
False,"[37, 81, 32, 14, 22]","[135, 88, 74, 121, 70]",2187,3692
False,"[15, 75, 62, 54, 71]","[119, 53, 14, 28, 25]",3188,3063
False,"[7, 101, 32, 10, 9]","[137, 39, 1, 59, 100]",1601,2994
True,"[74, 56, 2, 30, 70]","[123, 93, 87, 35, 28]",3038,3561
False,"[120, 71, 135, 14, 54]","[60, 25, 70, 36, 37]",1957,4054
False,"[23, 64, 98, 5, 67]","[27, 42, 53, 22, 2]",2287,3222
False,"[13, 14, 37, 67, 63]","[70, 40, 26, 71, 74]",2448,4208
True,"[36, 137, 40, 41, 62]","[2, 74, 48, 22, 20]",1475,1903
False,"[33, 99, 34, 27, 32]","[5, 114, 11, 14, 112]",3107,2951
False,"[121, 137, 36, 64, 67]","[83, 27, 45, 98, 44]",2484,2472
False,"[71, 137, 22, 90, 81]","[68, 100, 114, 63, 14]",1918,2765
True,"[67, 42, 36, 16, 94]","[121, 86, 89, 6, 50]",2380,3738
False,"[41, 31, 80, 136, 83]","[30, 50, 76, 44, 81]",2308,3032
True,"[50, 84, 138, 58, 63]","[30, 107, 23, 86, 6]",2576,2689
True,"[6, 26, 135, 107, 73]","[36, 100, 121, 71, 32]",2505,1827
False,"[6, 102, 137, 17, 93]","[48, 22, 25, 84, 69]",3908,1549
True,"[53, 35, 121, 41, 54]","[93, 22, 26, 84, 104]",2423,2574
True,"[31, 22, 53, 51, 114]","[81, 7, 88, 30, 11]",2575,3228
False,"[20, 123, 104, 120, 93]","[101, 35, 42, 27, 100]",3626,2820
True,"[48, 62, 37, 25, 15]","[71, 42, 135, 17, 68]",1964,864
True,"[75, 44, 136, 53, 114]","[41, 26, 28, 16, 35]",1819,1583
True,"[25, 40, 96, 48, 68]","[28, 7, 35, 101, 58]",3845,3027
False,"[86, 63, 114, 80, 81]","[5, 56, 96, 119, 18]",1708,4129
False,"[14, 57, 97, 113, 4]","[53, 137, 128, 121, 93]",1791,2695
True,"[14, 105, 91, 113, 109]","[6, 99, 72, 18, 5]",2341,2961
True,"[78, 58, 1, 14, 123]","[44, 71, 26, 126, 81]",2547,2465
True,"[21, 14, 64, 104, 71]","[85, 97, 92, 135, 95]",2554,1234
True,"[26, 68, 36, 72, 104]","[20, 2, 54, 119, 76]",2071,2379
False,"[93, 1, 28, 45, 37]","[68, 97, 91, 4, 17]",2189,2924
True,"[9, 41, 27, 59, 42]","[44, 64, 26, 40, 70]",1273,2437
False,"[110, 14, 101, 88, 95]","[128, 25, 8, 100, 23]",1805,2997
False,"[1, 104, 14, 101, 35]","[53, 18, 29, 50, 20]",1883,2707
False,"[71, 113, 30, 56, 81]","[99, 14, 35, 7, 96]",3332,4192
True,"[42, 90, 68, 41, 7]","[31, 53, 23, 100, 8]",2104,3307
True,"[93, 23, 119, 17, 95]","[71, 121, 104, 84, 7]",2758,3123
False,"[100, 10, 64, 113, 75]","[81, 5, 36, 53, 104]",2244,3499
False,"[26, 2, 13, 47, 35]","[37, 53, 120, 88, 42]",3951,2576
False,"[7, 2, 86, 25, 54]","[40, 96, 39, 110, 10]",2535,4161
True,"[96, 97, 70, 100, 110]","[30, 128, 46, 54, 85]",2973,3625
True,"[113, 47, 8, 56, 19]","[36, 67, 74, 111, 94]",2570,3179
False,"[27, 84, 67, 88, 57]","[119, 41, 106, 104, 9]",2158,3818
False,"[32, 129, 84, 87, 74]","[88, 8, 23, 121, 50]",3565,3780
False,"[74, 88, 44, 49, 36]","[64, 70, 69, 135, 56]",2600,2931
False,"[78, 50, 83, 81, 113]","[86, 2, 12, 128, 20]",2332,5160
True,"[44, 123, 80, 6, 17]","[19, 35, 30, 87, 8]",1973,2654
True,"[71, 74, 53, 29, 67]","[109, 123, 20, 97, 76]",3450,4205
False,"[67, 76, 86, 110, 51]","[45, 105, 81, 52, 44]",2548,3107
True,"[99, 51, 58, 93, 75]","[72, 27, 68, 95, 7]",2821,3301
True,"[37, 107, 99, 54, 123]","[30, 135, 75, 102, 137]",2571,1741
True,"[7, 41, 94, 21, 75]","[69, 27, 109, 100, 34]",1314,3080
True,"[15, 16, 104, 85, 53]","[63, 114, 84, 22, 2]",2561,828
True,"[6, 17, 47, 83, 71]","[81, 74, 14, 21, 23]",3514,2450
False,"[28, 64, 39, 6, 14]","[92, 105, 119, 135, 42]",2330,4311
True,"[80, 2, 100, 93, 110]","[84, 23, 50, 54, 86]",1802,2215
True,"[9, 47, 83, 35, 67]","[25, 44, 22, 51, 108]",2734,2854
True,"[28, 35, 70, 34, 26]","[104, 84, 14, 11, 9]",1798,3202
True,"[32, 4, 13, 5, 14]","[75, 18, 29, 30, 107]",1938,3619
True,"[32, 104, 56, 11, 50]","[99, 114, 75, 107, 74]",2652,976
True,"[26, 63, 99, 35, 71]","[75, 2, 44, 64, 53]",2471,2541
False,"[74, 42, 14, 86, 2]","[110, 61, 34, 54, 5]",3925,3830
False,"[22, 44, 14, 5, 15]","[72, 55, 28, 92, 75]",2210,3412
True,"[1, 80, 137, 26, 88]","[83, 53, 57, 75, 67]",1933,4347
False,"[53, 114, 71, 121, 35]","[13, 68, 51, 67, 97]",1640,3400
True,"[36, 100, 51, 107, 44]","[120, 63, 42, 102, 35]",1306,3004
True,"[25, 11, 73, 12, 45]","[48, 102, 49, 2, 26]",873,3426
True,"[15, 8, 30, 87, 137]","[90, 81, 67, 86, 22]",2223,2975
False,"[30, 87, 21, 93, 42]","[46, 99, 69, 1, 85]",2078,3280
True,"[30, 19, 6, 22, 75]","[14, 53, 59, 58, 29]",1804,1937
True,"[44, 84, 99, 91, 35]","[32, 71, 75, 123, 39]",2970,2367
False,"[72, 14, 20, 88, 22]","[37, 99, 64, 62, 114]",2857,4259
True,"[70, 27, 36, 84, 42]","[7, 83, 28, 56, 44]",2433,2053
False,"[93, 92, 16, 31, 30]","[45, 75, 11, 67, 99]",3359,2497
False,"[2, 41, 84, 68, 14]","[67, 9, 11, 137, 5]",1903,2018
True,"[6, 98, 30, 105, 25]","[12, 101, 67, 99, 38]",2889,3316
False,"[86, 53, 76, 1, 14]","[20, 29, 81, 22, 120]",3066,3558
True,"[104, 68, 91, 108, 17]","[39, 101, 44, 60, 136]",2613,4577
True,"[44, 50, 20, 11, 97]","[110, 41, 53, 88, 36]",2156,4051
True,"[114, 50, 99, 85, 58]","[37, 20, 71, 47, 36]",2284,2703
False,"[35, 71, 54, 15, 42]","[14, 88, 99, 123, 93]",2492,864
False,"[81, 87, 11, 23, 9]","[72, 99, 48, 123, 34]",1685,5184
True,"[30, 34, 85, 93, 104]","[67, 16, 75, 72, 71]",1793,2897
False,"[86, 12, 92, 30, 41]","[91, 35, 104, 106, 36]",2326,1280
False,"[19, 76, 8, 104, 62]","[95, 39, 26, 129, 22]",2293,3355
False,"[102, 41, 14, 107, 86]","[83, 119, 48, 63, 93]",2515,3152
False,"[39, 105, 138, 50, 81]","[56, 74, 119, 67, 104]",2699,3617
False,"[88, 48, 2, 74, 91]","[45, 105, 25, 138, 55]",2009,1494
False,"[64, 1, 53, 99, 37]","[31, 44, 30, 2, 138]",2519,1380
True,"[86, 26, 74, 6, 28]","[53, 37, 73, 2, 107]",2161,1956
True,"[14, 5, 114, 27, 93]","[16, 83, 81, 53, 15]",1786,1563
True,"[14, 114, 106, 49, 50]","[110, 95, 57, 138, 126]",2173,3882
False,"[75, 135, 34, 1, 26]","[14, 67, 21, 71, 17]",3156,1221
False,"[87, 11, 103, 26, 93]","[6, 74, 85, 129, 128]",2184,2209
False,"[110, 71, 42, 114, 58]","[8, 84, 60, 36, 2]",2174,3285
True,"[50, 104, 5, 11, 44]","[8, 71, 123, 21, 126]",2038,2008
True,"[32, 37, 62, 16, 14]","[99, 102, 36, 63, 74]",2619,3305
False,"[29, 11, 87, 64, 120]","[53, 43, 14, 135, 31]",3216,3785
True,"[70, 36, 27, 104, 105]","[81, 90, 14, 110, 67]",2083,2741
False,"[64, 44, 7, 71, 128]","[110, 119, 95, 74, 85]",2813,2942
True,"[135, 56, 30, 47, 42]","[76, 6, 35, 14, 128]",1789,2596
